"Year","Province","Normalization","Value"
1947,"New Brunswick","Real Dollars Per Capita ($ 2021)",325.105164730224
1947,"Nova Scotia","Real Dollars Per Capita ($ 2021)",311.21460257321
1947,"Ontario","Real Dollars Per Capita ($ 2021)",168.659877989808
1947,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",349.886283825656
1947,"Quebec","Real Dollars Per Capita ($ 2021)",156.259160495119
1947,"Saskatchewan","Real Dollars Per Capita ($ 2021)",446.234844613741
1948,"Alberta","Real Dollars Per Capita ($ 2021)",286.454421863216
1948,"British Columbia","Real Dollars Per Capita ($ 2021)",438.274241047652
1948,"Manitoba","Real Dollars Per Capita ($ 2021)",316.707059117553
1948,"New Brunswick","Real Dollars Per Capita ($ 2021)",355.056701381798
1948,"Nova Scotia","Real Dollars Per Capita ($ 2021)",341.260962711864
1948,"Ontario","Real Dollars Per Capita ($ 2021)",73.2480840519377
1948,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",409.56433388008
1948,"Quebec","Real Dollars Per Capita ($ 2021)",77.7939590678861
1948,"Saskatchewan","Real Dollars Per Capita ($ 2021)",301.475092027022
1949,"Alberta","Real Dollars Per Capita ($ 2021)",279.151616189682
1949,"British Columbia","Real Dollars Per Capita ($ 2021)",311.762626485794
1949,"Manitoba","Real Dollars Per Capita ($ 2021)",298.167919093921
1949,"New Brunswick","Real Dollars Per Capita ($ 2021)",355.895830644121
1949,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",527.298645759088
1949,"Nova Scotia","Real Dollars Per Capita ($ 2021)",346.347311631786
1949,"Ontario","Real Dollars Per Capita ($ 2021)",96.4434692089359
1949,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",430.066271363795
1949,"Quebec","Real Dollars Per Capita ($ 2021)",98.3522098630924
1949,"Saskatchewan","Real Dollars Per Capita ($ 2021)",296.934110970996
1950,"Alberta","Real Dollars Per Capita ($ 2021)",310.913472070098
1950,"British Columbia","Real Dollars Per Capita ($ 2021)",347.982409850484
1950,"Manitoba","Real Dollars Per Capita ($ 2021)",522.3125
1950,"New Brunswick","Real Dollars Per Capita ($ 2021)",398.15625
1950,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",655.726495726496
1950,"Nova Scotia","Real Dollars Per Capita ($ 2021)",372.777429467085
1950,"Ontario","Real Dollars Per Capita ($ 2021)",105.898456721091
1950,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",513.75
1950,"Quebec","Real Dollars Per Capita ($ 2021)",105.209372637944
1950,"Saskatchewan","Real Dollars Per Capita ($ 2021)",340.773109243697
1951,"Alberta","Real Dollars Per Capita ($ 2021)",273.68088175178
1951,"British Columbia","Real Dollars Per Capita ($ 2021)",313.537017965443
1951,"Manitoba","Real Dollars Per Capita ($ 2021)",308.117995091315
1951,"New Brunswick","Real Dollars Per Capita ($ 2021)",358.061225350095
1951,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",574.115958069666
1951,"Nova Scotia","Real Dollars Per Capita ($ 2021)",339.878302367647
1951,"Ontario","Real Dollars Per Capita ($ 2021)",94.1448972746968
1951,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",433.825262165666
1951,"Quebec","Real Dollars Per Capita ($ 2021)",86.1625059452918
1951,"Saskatchewan","Real Dollars Per Capita ($ 2021)",316.315630810302
1952,"Alberta","Real Dollars Per Capita ($ 2021)",419.430250568158
1952,"British Columbia","Real Dollars Per Capita ($ 2021)",457.173747881481
1952,"Manitoba","Real Dollars Per Capita ($ 2021)",391.718733453353
1952,"New Brunswick","Real Dollars Per Capita ($ 2021)",420.031596422644
1952,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",583.000677863977
1952,"Nova Scotia","Real Dollars Per Capita ($ 2021)",375.27769989
1952,"Ontario","Real Dollars Per Capita ($ 2021)",299.834092272937
1952,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",520.98591549296
1952,"Quebec","Real Dollars Per Capita ($ 2021)",50.8513467002303
1952,"Saskatchewan","Real Dollars Per Capita ($ 2021)",383.397657594441
1953,"Alberta","Real Dollars Per Capita ($ 2021)",384.853190287972
1953,"British Columbia","Real Dollars Per Capita ($ 2021)",432.82967032967
1953,"Manitoba","Real Dollars Per Capita ($ 2021)",391.912413914885
1953,"New Brunswick","Real Dollars Per Capita ($ 2021)",418.600911283837
1953,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",541.66355837374
1953,"Nova Scotia","Real Dollars Per Capita ($ 2021)",368.993751346692
1953,"Ontario","Real Dollars Per Capita ($ 2021)",310.544424205626
1953,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",484.441301272984
1953,"Quebec","Real Dollars Per Capita ($ 2021)",56.6191480105745
1953,"Saskatchewan","Real Dollars Per Capita ($ 2021)",372.789115646258
1954,"Alberta","Real Dollars Per Capita ($ 2021)",384.240155129263
1954,"British Columbia","Real Dollars Per Capita ($ 2021)",442.67367671623
1954,"Manitoba","Real Dollars Per Capita ($ 2021)",400.222331377162
1954,"New Brunswick","Real Dollars Per Capita ($ 2021)",417.441555030208
1954,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",551.000987521322
1954,"Nova Scotia","Real Dollars Per Capita ($ 2021)",379.701347833876
1954,"Ontario","Real Dollars Per Capita ($ 2021)",323.307196883038
1954,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",490.625658310512
1954,"Quebec","Real Dollars Per Capita ($ 2021)",53.1430012219012
1954,"Saskatchewan","Real Dollars Per Capita ($ 2021)",390.655845580171
1955,"Alberta","Real Dollars Per Capita ($ 2021)",376.718606782768
1955,"British Columbia","Real Dollars Per Capita ($ 2021)",422.826098445213
1955,"Manitoba","Real Dollars Per Capita ($ 2021)",384.483385320248
1955,"New Brunswick","Real Dollars Per Capita ($ 2021)",417.428397318708
1955,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",543.251930265871
1955,"Nova Scotia","Real Dollars Per Capita ($ 2021)",379.832403974954
1955,"Ontario","Real Dollars Per Capita ($ 2021)",307.20963870999
1955,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",544.113475177305
1955,"Quebec","Real Dollars Per Capita ($ 2021)",56.572726830241
1955,"Saskatchewan","Real Dollars Per Capita ($ 2021)",386.217871047998
1956,"Alberta","Real Dollars Per Capita ($ 2021)",412.868228735025
1956,"British Columbia","Real Dollars Per Capita ($ 2021)",519.9526965705
1956,"Manitoba","Real Dollars Per Capita ($ 2021)",433.936651583709
1956,"New Brunswick","Real Dollars Per Capita ($ 2021)",490.594872131113
1956,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",563.146802607172
1956,"Nova Scotia","Real Dollars Per Capita ($ 2021)",405.447438699201
1956,"Ontario","Real Dollars Per Capita ($ 2021)",338.555780839633
1956,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",472.749808097238
1956,"Quebec","Real Dollars Per Capita ($ 2021)",57.9577712064098
1956,"Saskatchewan","Real Dollars Per Capita ($ 2021)",405.756387361927
1957,"Alberta","Real Dollars Per Capita ($ 2021)",477.947664159004
1957,"British Columbia","Real Dollars Per Capita ($ 2021)",560.901995112521
1957,"Manitoba","Real Dollars Per Capita ($ 2021)",457.468489371041
1957,"New Brunswick","Real Dollars Per Capita ($ 2021)",536.95777628162
1957,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",547.982534421214
1957,"Nova Scotia","Real Dollars Per Capita ($ 2021)",489.908239194972
1957,"Ontario","Real Dollars Per Capita ($ 2021)",141.249304663073
1957,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",626.467376467376
1957,"Quebec","Real Dollars Per Capita ($ 2021)",141.306750239441
1957,"Saskatchewan","Real Dollars Per Capita ($ 2021)",460.734029484029
1958,"Alberta","Real Dollars Per Capita ($ 2021)",539.593698175788
1958,"British Columbia","Real Dollars Per Capita ($ 2021)",646.978304017521
1958,"Manitoba","Real Dollars Per Capita ($ 2021)",532.548872180451
1958,"New Brunswick","Real Dollars Per Capita ($ 2021)",773.458383261131
1958,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1151.68128654971
1958,"Nova Scotia","Real Dollars Per Capita ($ 2021)",605.114690817312
1958,"Ontario","Real Dollars Per Capita ($ 2021)",259.199902349931
1958,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",802.171052631579
1958,"Quebec","Real Dollars Per Capita ($ 2021)",180.667500214648
1958,"Saskatchewan","Real Dollars Per Capita ($ 2021)",543.217260322524
1959,"Alberta","Real Dollars Per Capita ($ 2021)",645.021577006873
1959,"British Columbia","Real Dollars Per Capita ($ 2021)",711.425604064219
1959,"Manitoba","Real Dollars Per Capita ($ 2021)",642.173367663565
1959,"New Brunswick","Real Dollars Per Capita ($ 2021)",840.037733306383
1959,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1118.77343530005
1959,"Nova Scotia","Real Dollars Per Capita ($ 2021)",769.641931877064
1959,"Ontario","Real Dollars Per Capita ($ 2021)",376.981506848566
1959,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1010.67753834207
1959,"Quebec","Real Dollars Per Capita ($ 2021)",213.518900129054
1959,"Saskatchewan","Real Dollars Per Capita ($ 2021)",675.270769829433
1960,"Alberta","Real Dollars Per Capita ($ 2021)",632.607880862546
1960,"British Columbia","Real Dollars Per Capita ($ 2021)",765.249083806531
1960,"Manitoba","Real Dollars Per Capita ($ 2021)",663.391013316242
1960,"New Brunswick","Real Dollars Per Capita ($ 2021)",841.853332603099
1960,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1118.64919354839
1960,"Nova Scotia","Real Dollars Per Capita ($ 2021)",795.119137418467
1960,"Ontario","Real Dollars Per Capita ($ 2021)",394.277901826954
1960,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1038.33385530849
1960,"Quebec","Real Dollars Per Capita ($ 2021)",243.39970640268
1960,"Saskatchewan","Real Dollars Per Capita ($ 2021)",666.525647805393
1961,"Alberta","Real Dollars Per Capita ($ 2021)",680.663147223659
1961,"British Columbia","Real Dollars Per Capita ($ 2021)",800.246472691931
1961,"Manitoba","Real Dollars Per Capita ($ 2021)",694.908121174597
1961,"New Brunswick","Real Dollars Per Capita ($ 2021)",846.487121059593
1961,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1122.44628273912
1961,"Nova Scotia","Real Dollars Per Capita ($ 2021)",802.755187582645
1961,"Ontario","Real Dollars Per Capita ($ 2021)",437.977884471116
1961,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1017.76863026879
1961,"Quebec","Real Dollars Per Capita ($ 2021)",393.896337434287
1961,"Saskatchewan","Real Dollars Per Capita ($ 2021)",686.620348569842
1962,"Alberta","Real Dollars Per Capita ($ 2021)",567.709984334155
1962,"British Columbia","Real Dollars Per Capita ($ 2021)",435.489126316587
1962,"Manitoba","Real Dollars Per Capita ($ 2021)",527.475407192388
1962,"New Brunswick","Real Dollars Per Capita ($ 2021)",763.366079318052
1962,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1213.28549158738
1962,"Nova Scotia","Real Dollars Per Capita ($ 2021)",748.444534371996
1962,"Ontario","Real Dollars Per Capita ($ 2021)",443.909689852239
1962,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1038.79386351613
1962,"Quebec","Real Dollars Per Capita ($ 2021)",475.816433232746
1962,"Saskatchewan","Real Dollars Per Capita ($ 2021)",636.498275512274
1963,"Alberta","Real Dollars Per Capita ($ 2021)",496.124099644508
1963,"British Columbia","Real Dollars Per Capita ($ 2021)",429.723001107705
1963,"Manitoba","Real Dollars Per Capita ($ 2021)",548.756782229089
1963,"New Brunswick","Real Dollars Per Capita ($ 2021)",828.575508164289
1963,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1292.48655984133
1963,"Nova Scotia","Real Dollars Per Capita ($ 2021)",747.822778738083
1963,"Ontario","Real Dollars Per Capita ($ 2021)",375.901464481462
1963,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1237.0025304808
1963,"Quebec","Real Dollars Per Capita ($ 2021)",496.803752318854
1963,"Saskatchewan","Real Dollars Per Capita ($ 2021)",599.209123045278
1964,"Alberta","Real Dollars Per Capita ($ 2021)",462.664165103191
1964,"British Columbia","Real Dollars Per Capita ($ 2021)",404.518135439235
1964,"Manitoba","Real Dollars Per Capita ($ 2021)",655.923344947737
1964,"New Brunswick","Real Dollars Per Capita ($ 2021)",1043.18190890583
1964,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1461.45785992022
1964,"Nova Scotia","Real Dollars Per Capita ($ 2021)",849.749636569215
1964,"Ontario","Real Dollars Per Capita ($ 2021)",350.221244634405
1964,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1226.22510628776
1964,"Quebec","Real Dollars Per Capita ($ 2021)",677.986756586765
1964,"Saskatchewan","Real Dollars Per Capita ($ 2021)",618.099787685777
1965,"Alberta","Real Dollars Per Capita ($ 2021)",503.345648604271
1965,"British Columbia","Real Dollars Per Capita ($ 2021)",468.774014892547
1965,"Manitoba","Real Dollars Per Capita ($ 2021)",702.239082161364
1965,"New Brunswick","Real Dollars Per Capita ($ 2021)",1185.42392566783
1965,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1615.91286104606
1965,"Nova Scotia","Real Dollars Per Capita ($ 2021)",977.277021919882
1965,"Ontario","Real Dollars Per Capita ($ 2021)",403.653506187391
1965,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1346.65792922674
1965,"Quebec","Real Dollars Per Capita ($ 2021)",490.146375172762
1965,"Saskatchewan","Real Dollars Per Capita ($ 2021)",654.097744360904
1966,"Alberta","Real Dollars Per Capita ($ 2021)",582.113567132704
1966,"British Columbia","Real Dollars Per Capita ($ 2021)",484.245839019817
1966,"Manitoba","Real Dollars Per Capita ($ 2021)",907.954966848126
1966,"New Brunswick","Real Dollars Per Capita ($ 2021)",1187.99332962757
1966,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",1588.24483177949
1966,"Nova Scotia","Real Dollars Per Capita ($ 2021)",1276.80272108844
1966,"Ontario","Real Dollars Per Capita ($ 2021)",472.015318216241
1966,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1435.83936800527
1966,"Quebec","Real Dollars Per Capita ($ 2021)",578.936182831839
1966,"Saskatchewan","Real Dollars Per Capita ($ 2021)",807.111456682319
1967,"Alberta","Real Dollars Per Capita ($ 2021)",680.707478957321
1967,"British Columbia","Real Dollars Per Capita ($ 2021)",493.837435555113
1967,"Manitoba","Real Dollars Per Capita ($ 2021)",987.200449791454
1967,"New Brunswick","Real Dollars Per Capita ($ 2021)",1610.25663874532
1967,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",2156.95479356503
1967,"Nova Scotia","Real Dollars Per Capita ($ 2021)",1764.78627507996
1967,"Ontario","Real Dollars Per Capita ($ 2021)",532.924750404461
1967,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",2006.84271884028
1967,"Quebec","Real Dollars Per Capita ($ 2021)",734.575799145266
1967,"Saskatchewan","Real Dollars Per Capita ($ 2021)",819.388397212744
1968,"Alberta","Real Dollars Per Capita ($ 2021)",755.500642206957
1968,"British Columbia","Real Dollars Per Capita ($ 2021)",622.852954610636
1968,"Manitoba","Real Dollars Per Capita ($ 2021)",936.608453666979
1968,"New Brunswick","Real Dollars Per Capita ($ 2021)",1646.33191489361
1968,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",2140.08493818854
1968,"Nova Scotia","Real Dollars Per Capita ($ 2021)",1798.53116591306
1968,"Ontario","Real Dollars Per Capita ($ 2021)",624.362024411538
1968,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",1907.93036750483
1968,"Quebec","Real Dollars Per Capita ($ 2021)",782.689256898382
1968,"Saskatchewan","Real Dollars Per Capita ($ 2021)",870.672650709218
1969,"Alberta","Real Dollars Per Capita ($ 2021)",856.910749113548
1969,"British Columbia","Real Dollars Per Capita ($ 2021)",669.437188901484
1969,"Manitoba","Real Dollars Per Capita ($ 2021)",1076.17842717369
1969,"New Brunswick","Real Dollars Per Capita ($ 2021)",1833.81292637978
1969,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",2331.18370894152
1969,"Nova Scotia","Real Dollars Per Capita ($ 2021)",1809.01915834289
1969,"Ontario","Real Dollars Per Capita ($ 2021)",692.700596970812
1969,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",2393.28668770293
1969,"Quebec","Real Dollars Per Capita ($ 2021)",823.014388763789
1969,"Saskatchewan","Real Dollars Per Capita ($ 2021)",927.725909519622
1970,"Alberta","Real Dollars Per Capita ($ 2021)",1049.76141575428
1970,"British Columbia","Real Dollars Per Capita ($ 2021)",850.890310752249
1970,"Manitoba","Real Dollars Per Capita ($ 2021)",1469.89962365133
1970,"New Brunswick","Real Dollars Per Capita ($ 2021)",2214.06965690087
1970,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",2944.9171518137
1970,"Nova Scotia","Real Dollars Per Capita ($ 2021)",1699.27431242362
1970,"Ontario","Real Dollars Per Capita ($ 2021)",871.593035992361
1970,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",3724.09314823108
1970,"Quebec","Real Dollars Per Capita ($ 2021)",1234.9359638681
1970,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1241.4578349204
1971,"Alberta","Real Dollars Per Capita ($ 2021)",1072.75096641933
1971,"British Columbia","Real Dollars Per Capita ($ 2021)",844.074860147148
1971,"Manitoba","Real Dollars Per Capita ($ 2021)",1517.8831341356
1971,"New Brunswick","Real Dollars Per Capita ($ 2021)",2276.25190447597
1971,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",2954.89385947998
1971,"Nova Scotia","Real Dollars Per Capita ($ 2021)",1885.21045642628
1971,"Ontario","Real Dollars Per Capita ($ 2021)",923.245511496959
1971,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",3074.0046998241
1971,"Quebec","Real Dollars Per Capita ($ 2021)",1376.41185017586
1971,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1782.16238200692
1972,"Alberta","Real Dollars Per Capita ($ 2021)",1119.61619135188
1972,"British Columbia","Real Dollars Per Capita ($ 2021)",807.885508103616
1972,"Manitoba","Real Dollars Per Capita ($ 2021)",1651.28121585151
1972,"New Brunswick","Real Dollars Per Capita ($ 2021)",2455.92617267978
1972,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",2780.19079081747
1972,"Nova Scotia","Real Dollars Per Capita ($ 2021)",2257.4211407349
1972,"Ontario","Real Dollars Per Capita ($ 2021)",936.024900687352
1972,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",3346.74300358906
1972,"Quebec","Real Dollars Per Capita ($ 2021)",1215.12922768408
1972,"Saskatchewan","Real Dollars Per Capita ($ 2021)",2123.78010662193
1973,"Alberta","Real Dollars Per Capita ($ 2021)",1496.92330983624
1973,"British Columbia","Real Dollars Per Capita ($ 2021)",814.874875338289
1973,"Manitoba","Real Dollars Per Capita ($ 2021)",1788.73677985854
1973,"New Brunswick","Real Dollars Per Capita ($ 2021)",2687.21184479209
1973,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3133.65042154244
1973,"Nova Scotia","Real Dollars Per Capita ($ 2021)",2440.97873320385
1973,"Ontario","Real Dollars Per Capita ($ 2021)",904.95680186626
1973,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",3600.95555246666
1973,"Quebec","Real Dollars Per Capita ($ 2021)",1315.05888232537
1973,"Saskatchewan","Real Dollars Per Capita ($ 2021)",2142.04601518433
1974,"Alberta","Real Dollars Per Capita ($ 2021)",1652.7829278162
1974,"British Columbia","Real Dollars Per Capita ($ 2021)",1074.88265792307
1974,"Manitoba","Real Dollars Per Capita ($ 2021)",2073.20560051639
1974,"New Brunswick","Real Dollars Per Capita ($ 2021)",2988.36845462313
1974,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3678.16528108426
1974,"Nova Scotia","Real Dollars Per Capita ($ 2021)",2654.89565604493
1974,"Ontario","Real Dollars Per Capita ($ 2021)",1205.61424863192
1974,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",3927.55010163239
1974,"Quebec","Real Dollars Per Capita ($ 2021)",1657.98163130306
1974,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1839.59267163405
1975,"Alberta","Real Dollars Per Capita ($ 2021)",1339.65006965133
1975,"British Columbia","Real Dollars Per Capita ($ 2021)",1169.33358694998
1975,"Manitoba","Real Dollars Per Capita ($ 2021)",2104.94284553619
1975,"New Brunswick","Real Dollars Per Capita ($ 2021)",2971.91516913772
1975,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3281.87754114663
1975,"Nova Scotia","Real Dollars Per Capita ($ 2021)",2910.90237635744
1975,"Ontario","Real Dollars Per Capita ($ 2021)",1177.08885027029
1975,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",4494.43994661975
1975,"Quebec","Real Dollars Per Capita ($ 2021)",1462.99474132597
1975,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1685.39902315483
1976,"Alberta","Real Dollars Per Capita ($ 2021)",1505.39025353954
1976,"British Columbia","Real Dollars Per Capita ($ 2021)",1405.21719949834
1976,"Manitoba","Real Dollars Per Capita ($ 2021)",2270.97484392901
1976,"New Brunswick","Real Dollars Per Capita ($ 2021)",3126.75355188707
1976,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3513.84980228308
1976,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3100.92193158773
1976,"Ontario","Real Dollars Per Capita ($ 2021)",1339.53633687843
1976,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",5027.11037387795
1976,"Quebec","Real Dollars Per Capita ($ 2021)",1689.7463477184
1976,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1321.6209560656
1977,"Alberta","Real Dollars Per Capita ($ 2021)",1240.21035783205
1977,"British Columbia","Real Dollars Per Capita ($ 2021)",1171.82575268938
1977,"Manitoba","Real Dollars Per Capita ($ 2021)",2621.64484888028
1977,"New Brunswick","Real Dollars Per Capita ($ 2021)",3050.52220660339
1977,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3560.64402136467
1977,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3098.22084728695
1977,"Ontario","Real Dollars Per Capita ($ 2021)",1070.20653895654
1977,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",4298.35159030668
1977,"Quebec","Real Dollars Per Capita ($ 2021)",1903.83704250509
1977,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1365.28363781675
1978,"Alberta","Real Dollars Per Capita ($ 2021)",1236.65353210119
1978,"British Columbia","Real Dollars Per Capita ($ 2021)",1152.79613036584
1978,"Manitoba","Real Dollars Per Capita ($ 2021)",2185.38338553192
1978,"New Brunswick","Real Dollars Per Capita ($ 2021)",3356.20995004322
1978,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",4000.08906607377
1978,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3051.6942939228
1978,"Ontario","Real Dollars Per Capita ($ 2021)",1075.69651662907
1978,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",4368.1178679597
1978,"Quebec","Real Dollars Per Capita ($ 2021)",1990.01531130901
1978,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1752.83595845634
1979,"Alberta","Real Dollars Per Capita ($ 2021)",1096.60576280207
1979,"British Columbia","Real Dollars Per Capita ($ 2021)",1226.3360720506
1979,"Manitoba","Real Dollars Per Capita ($ 2021)",2528.28814428617
1979,"New Brunswick","Real Dollars Per Capita ($ 2021)",3524.08349190367
1979,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3906.38951015217
1979,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3130.25667650895
1979,"Ontario","Real Dollars Per Capita ($ 2021)",1098.93855846304
1979,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",4495.68702445376
1979,"Quebec","Real Dollars Per Capita ($ 2021)",1904.46220504931
1979,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1509.20045637598
1980,"Alberta","Real Dollars Per Capita ($ 2021)",1045.77575194121
1980,"British Columbia","Real Dollars Per Capita ($ 2021)",1178.27506397977
1980,"Manitoba","Real Dollars Per Capita ($ 2021)",2563.30530895873
1980,"New Brunswick","Real Dollars Per Capita ($ 2021)",3089.30374288995
1980,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3727.06337379088
1980,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3114.88158593508
1980,"Ontario","Real Dollars Per Capita ($ 2021)",1051.42922110493
1980,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",4411.20503128019
1980,"Quebec","Real Dollars Per Capita ($ 2021)",1817.40540164852
1980,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1673.07414769556
1981,"Alberta","Real Dollars Per Capita ($ 2021)",1057.00883579147
1981,"British Columbia","Real Dollars Per Capita ($ 2021)",1103.52298349148
1981,"Manitoba","Real Dollars Per Capita ($ 2021)",2327.90121592636
1981,"New Brunswick","Real Dollars Per Capita ($ 2021)",3220.42458507371
1981,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3742.82120564942
1981,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3101.56075411886
1981,"Ontario","Real Dollars Per Capita ($ 2021)",1063.12775806253
1981,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",4099.39902133409
1981,"Quebec","Real Dollars Per Capita ($ 2021)",1905.6502824314
1981,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1611.09495689038
1982,"Alberta","Real Dollars Per Capita ($ 2021)",1290.98753708185
1982,"British Columbia","Real Dollars Per Capita ($ 2021)",1104.35902655026
1982,"Manitoba","Real Dollars Per Capita ($ 2021)",2291.97608866669
1982,"New Brunswick","Real Dollars Per Capita ($ 2021)",3414.47181302617
1982,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3901.071463757
1982,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3064.70238867741
1982,"Ontario","Real Dollars Per Capita ($ 2021)",899.674448992772
1982,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",4361.39749362902
1982,"Quebec","Real Dollars Per Capita ($ 2021)",2119.02988240215
1982,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1618.80675929661
1983,"Alberta","Real Dollars Per Capita ($ 2021)",1252.10505204747
1983,"British Columbia","Real Dollars Per Capita ($ 2021)",1219.75399407483
1983,"Manitoba","Real Dollars Per Capita ($ 2021)",2262.87801378113
1983,"New Brunswick","Real Dollars Per Capita ($ 2021)",3255.75357574172
1983,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3623.53852049386
1983,"Nova Scotia","Real Dollars Per Capita ($ 2021)",2970.96446680866
1983,"Ontario","Real Dollars Per Capita ($ 2021)",1019.41614138335
1983,"Prince Edward Island","Real Dollars Per Capita ($ 2021)",3939.36723193255
1983,"Quebec","Real Dollars Per Capita ($ 2021)",2212.31022576808
1983,"Saskatchewan","Real Dollars Per Capita ($ 2021)",1455.42829742313
1984,"Alberta","Real Dollars Per Capita ($ 2021)",1477.93389786252
1984,"British Columbia","Real Dollars Per Capita ($ 2021)",1357.73308409455
1984,"Manitoba","Real Dollars Per Capita ($ 2021)",2503.69174404495
1984,"New Brunswick","Real Dollars Per Capita ($ 2021)",3385.65449021112
1984,"Newfoundland and Labrador","Real Dollars Per Capita ($ 2021)",3838.90629760139
1984,"Nova Scotia","Real Dollars Per Capita ($ 2021)",3225.66676608604
1984,"Ontario","Real Dollars Per Capita ($ 2021)",1146.45583363452
